year,state,county,policies_prem,acres_insured,liabilities,premium,subsidy,indemnity,net_benefit,farmer_premium,county_fips_code,source,allocation_weight,benefit_by_pol,benefit_by_acre,loss_ratio,Unnamed: 0
2017,Connecticut,Lower CT River Valley,7.0,278.0,601833.0,114386.0,80078.0,0.0,-34308.0,34308.0,09103,redistributed_from_Middlesex,1.0,-4901.142857142857,-123.41007194244604,0.0,
2017,Connecticut,Naugatuck Valley,10.6785,489.07529999999997,800168.481,169210.0872,112675.2606,6589.346399999999,-49945.4802,56534.8266,09104,redistributed_from_New_Haven,0.7119,-4677.2,-102.12227074235808,0.03894180606509373,
2017,Connecticut,Northeastern CT,31.0,5236.0,1802514.0,133617.0,87828.0,53877.0,8088.0,45789.0,09105,redistributed_from_Windham,1.0,260.9032258064516,1.544690603514133,0.4032196501942118,
2017,Connecticut,Northwest Hills,21.0,2581.0,823533.0,75725.0,47615.0,23615.0,-4495.0,28110.0,09106,redistributed_from_Litchfield,1.0,-214.04761904761904,-1.7415730337078652,0.3118520964014526,
2017,Connecticut,South Central CT,4.3215,197.92470000000003,323821.51900000003,68477.9128,45598.739400000006,2666.6536,-20212.519800000002,22879.173400000003,09107,redistributed_from_New_Haven,0.2881,-4677.2,-102.12227074235807,0.03894180606509373,
2017,Connecticut,Southeastern CT,23.0,3058.0,1014509.0,48128.0,32347.0,4156.0,-11625.0,15781.0,09108,redistributed_from_New_London,1.0,-505.4347826086956,-3.801504251144539,0.08635305851063829,
2017,Connecticut,Western CT,2.0,73.0,77110.0,20138.0,12799.0,0.0,-7339.0,7339.0,09109,redistributed_from_Fairfield,1.0,-3669.5,-100.53424657534246,0.0,
2018,Connecticut,Capitol,112.0,5853.0,22232135.0,5862761.0,3661969.0,1611320.0,-589472.0,2200792.0,09101,redistributed_from_Hartford; redistributed_from_Tolland,1.0,-5263.142857142857,-100.712796856313,0.2748397896485973,
2018,Connecticut,Lower CT River Valley,7.0,264.0,579728.0,100769.0,70226.0,0.0,-30543.0,30543.0,09103,redistributed_from_Middlesex,1.0,-4363.285714285715,-115.69318181818181,0.0,
2018,Connecticut,Naugatuck Valley,10.6785,531.0774,969674.0067,197659.035,130880.67929999999,222884.49959999998,156106.1439,66778.3557,09104,redistributed_from_New_Haven,0.7119,14618.733333333334,293.94235924932974,1.1276211057086258,
2018,Connecticut,Northeastern CT,33.0,4984.0,1765448.0,129845.0,85692.0,127674.0,83521.0,44153.0,09105,redistributed_from_Windham,1.0,2530.939393939394,16.75782504012841,0.983280064692518,
2018,Connecticut,Northwest Hills,22.0,2667.0,849269.0,75221.0,47302.0,30940.0,3021.0,27919.0,09106,redistributed_from_Litchfield,1.0,137.3181818181818,1.1327334083239595,0.4113213065500326,
2018,Connecticut,South Central CT,4.3215,214.92260000000002,392418.99330000003,79990.96500000001,52966.320700000004,90199.5004,63174.856100000005,27024.644300000004,09107,redistributed_from_New_Haven,0.2881,14618.733333333334,293.94235924932974,1.1276211057086258,
2018,Connecticut,Southeastern CT,22.0,3776.0,1227818.0,58805.0,38195.0,637.0,-19973.0,20610.0,09108,redistributed_from_New_London,1.0,-907.8636363636364,-5.289459745762712,0.010832412209846102,
2018,Connecticut,Western CT,2.0,74.0,43224.0,11044.0,6989.0,1820.0,-2235.0,4055.0,09109,redistributed_from_Fairfield,1.0,-1117.5,-30.2027027027027,0.16479536399855124,
2019,Connecticut,Capitol,115.0,6372.0,24900053.0,7222750.0,4580801.0,443400.0,-2198549.0,2641949.0,09101,redistributed_from_Hartford; redistributed_from_Tolland,1.0,-19117.817391304347,-345.0327997489014,0.06138936000830709,
2019,Connecticut,Lower CT River Valley,6.0,173.0,483435.0,76791.0,53544.0,20810.0,-2437.0,23247.0,09103,redistributed_from_Middlesex,1.0,-406.1666666666667,-14.086705202312139,0.2709952989282598,
2019,Connecticut,Naugatuck Valley,11.3904,509.7204,894735.1413,161689.57559999998,107439.94799999999,7873.614,-46376.0136,54249.6276,09104,redistributed_from_New_Haven,0.7119,-4071.5,-90.98324022346368,0.04869586657508674,
2019,Connecticut,Northeastern CT,30.0,4783.0,1717216.0,122558.0,81881.0,17432.0,-23245.0,40677.0,09105,redistributed_from_Windham,1.0,-774.8333333333334,-4.85992055195484,0.1422346970414008,
2019,Connecticut,Northwest Hills,23.0,2880.0,1331169.0,137015.0,82411.0,95861.0,41257.0,54604.0,09106,redistributed_from_Litchfield,1.0,1793.7826086956522,14.325347222222222,0.6996387256869686,
2019,Connecticut,South Central CT,4.6096,206.27960000000002,362091.85870000004,65434.4244,43480.052,3186.3860000000004,-18767.9864,21954.3724,09107,redistributed_from_New_Haven,0.2881,-4071.5,-90.98324022346368,0.04869586657508674,
2019,Connecticut,Southeastern CT,18.0,3601.0,1226660.0,55735.0,36111.0,10170.0,-9454.0,19624.0,09108,redistributed_from_New_London,1.0,-525.2222222222222,-2.625381838378228,0.18247061989773034,
2019,Connecticut,Western CT,1.0,52.0,80011.0,27857.0,17828.0,80011.0,69982.0,10029.0,09109,redistributed_from_Fairfield,1.0,69982.0,1345.8076923076924,2.8722044728434506,
2020,Connecticut,Capitol,121.0,6472.0,26597412.0,7505605.0,4945228.0,2752373.0,191996.0,2560377.0,09101,redistributed_from_Hartford; redistributed_from_Tolland,1.0,1586.7438016528927,29.665636588380718,0.36670901279776913,
2020,Connecticut,Lower CT River Valley,5.0,178.0,560285.0,81202.0,56695.0,192942.0,168435.0,24507.0,09103,redistributed_from_Middlesex,1.0,33687.0,946.2640449438202,2.376074480924115,
2020,Connecticut,Naugatuck Valley,11.3904,481.9563,978707.3058,157366.91879999998,105341.2668,285687.6057,233661.95369999998,52025.652,09104,redistributed_from_New_Haven,0.7119,20513.9375,484.8197932053175,1.8154235202576772,
2020,Connecticut,Northeastern CT,30.0,4659.0,1838913.0,130295.0,88043.0,342124.0,299872.0,42252.0,09105,redistributed_from_Windham,1.0,9995.733333333334,64.36402661515346,2.6257646110748687,
2020,Connecticut,Northwest Hills,23.0,2949.0,1363260.0,139286.0,85607.0,189311.0,135632.0,53679.0,09106,redistributed_from_Litchfield,1.0,5897.04347826087,45.99253984401492,1.359153109429519,
2020,Connecticut,South Central CT,4.6096,195.0437,396074.6942,63685.08120000001,42630.7332,115615.39430000001,94561.0463,21054.348,09107,redistributed_from_New_Haven,0.2881,20513.9375,484.8197932053176,1.815423520257677,
2020,Connecticut,Southeastern CT,18.0,3470.0,1163585.0,46726.0,31303.0,85183.0,69760.0,15423.0,09108,redistributed_from_New_London,1.0,3875.5555555555557,20.103746397694525,1.823032144844412,
2020,Connecticut,Western CT,1.0,49.0,100202.0,37360.0,23910.0,100202.0,86752.0,13450.0,09109,redistributed_from_Fairfield,1.0,86752.0,1770.4489795918366,2.682066381156317,
2021,Connecticut,Capitol,145.0,6873.0,32981181.0,9074031.0,6013065.0,19614027.0,16553061.0,3060966.0,09101,redistributed_from_Hartford; redistributed_from_Tolland,1.0,114159.04137931035,2408.418594500218,2.1615560934274964,
2021,Connecticut,Lower CT River Valley,5.0,187.0,549105.0,72747.0,51151.0,4996.0,-16600.0,21596.0,09103,redistributed_from_Middlesex,1.0,-3320.0,-88.77005347593582,0.06867637153422135,
2021,Connecticut,Naugatuck Valley,12.1023,497.61809999999997,977370.3576,155436.9579,105322.0455,62484.8868,12369.9744,50114.9124,09104,redistributed_from_New_Haven,0.7119,1022.1176470588235,24.858369098712448,0.40199504444882084,
2021,Connecticut,Northeastern CT,29.0,4495.0,1903057.0,117709.0,80341.0,263107.0,225739.0,37368.0,09105,redistributed_from_Windham,1.0,7784.103448275862,50.22002224694105,2.23523265000977,
2021,Connecticut,Northwest Hills,27.0,3126.0,1547439.0,146690.0,89659.0,275870.0,218839.0,57031.0,09106,redistributed_from_Litchfield,1.0,8105.148148148148,70.0060780550224,1.880632626627582,
2021,Connecticut,South Central CT,4.8977,201.38190000000003,395533.6424,62904.042100000006,42622.9545,25287.113200000003,5006.025600000001,20281.087600000003,09107,redistributed_from_New_Haven,0.2881,1022.1176470588236,24.858369098712448,0.4019950444488209,
2021,Connecticut,Southeastern CT,20.0,3813.0,1415721.0,61112.0,40794.0,42731.0,22413.0,20318.0,09108,redistributed_from_New_London,1.0,1120.65,5.878048780487805,0.699224374918183,
2021,Connecticut,Western CT,1.0,49.0,88434.0,26382.0,16884.0,0.0,-9498.0,9498.0,09109,redistributed_from_Fairfield,1.0,-9498.0,-193.83673469387756,0.0,
2022,Connecticut,Capitol,157.0,7144.0,35442816.0,8358582.0,5409002.0,1137678.0,-1811902.0,2949580.0,09101,redistributed_from_Hartford; redistributed_from_Tolland,1.0,-11540.777070063694,-253.62569988801792,0.13610897159350713,
2022,Connecticut,Lower CT River Valley,5.0,177.0,553670.0,72713.0,51416.0,95910.0,74613.0,21297.0,09103,redistributed_from_Middlesex,1.0,14922.6,421.54237288135596,1.319021357941496,
2022,Connecticut,Naugatuck Valley,12.8142,514.7037,1152166.0122,174788.5356,117910.5732,142540.8894,85662.927,56877.9624,09104,redistributed_from_New_Haven,0.7119,6685.0,166.4315352697095,0.8155047979016307,
2022,Connecticut,Northeastern CT,30.0,4695.0,2513797.0,146253.0,99530.0,189914.0,143191.0,46723.0,09105,redistributed_from_Windham,1.0,4773.033333333334,30.498615548455803,1.2985306284315536,
2022,Connecticut,Northwest Hills,26.0,3121.0,2061626.0,177426.0,108809.0,310516.0,241899.0,68617.0,09106,redistributed_from_Litchfield,1.0,9303.807692307691,77.50688881768664,1.750115541127005,
2022,Connecticut,South Central CT,5.1858,208.29630000000003,466271.98780000006,70735.46440000001,47717.4268,57685.11060000001,34667.073000000004,23018.037600000003,09107,redistributed_from_New_Haven,0.2881,6685.0,166.43153526970954,0.8155047979016308,
2022,Connecticut,Southeastern CT,21.0,3831.0,1804510.0,76956.0,51336.0,85515.0,59895.0,25620.0,09108,redistributed_from_New_London,1.0,2852.1428571428573,15.634299138606108,1.1112193980976142,
2022,Connecticut,Western CT,1.0,49.0,106704.0,29960.0,19174.0,83843.0,73057.0,10786.0,09109,redistributed_from_Fairfield,1.0,73057.0,1490.9591836734694,2.7984979973297732,
2023,Connecticut,Capitol,136.0,7591.0,41489204.0,8562572.0,5352730.0,18588901.0,15379059.0,3209842.0,09101,redistributed_from_Hartford; redistributed_from_Tolland,1.0,113081.31617647059,2025.9595573705703,2.1709482851647848,
2023,Connecticut,Lower CT River Valley,5.0,178.0,624225.0,83790.0,58018.0,300800.0,275028.0,25772.0,09103,redistributed_from_Middlesex,1.0,55005.6,1545.1011235955057,3.589927198949755,
2023,Connecticut,Naugatuck Valley,14.238,476.97299999999996,1201586.1102,230289.68339999998,149670.5679,176252.91389999999,95633.7984,80619.1155,09104,redistributed_from_New_Haven,0.7119,6716.8,200.50149253731345,0.765353060101519,
2023,Connecticut,Northeastern CT,33.0,4620.0,2855340.0,185637.0,127192.0,359991.0,301546.0,58445.0,09105,redistributed_from_Windham,1.0,9137.757575757576,65.26969696969697,1.9392200908224115,
2023,Connecticut,Northwest Hills,28.0,3018.0,2202149.0,212692.0,130622.0,342875.0,260805.0,82070.0,09106,redistributed_from_Litchfield,1.0,9314.464285714286,86.41650099403579,1.612072856524928,
2023,Connecticut,South Central CT,5.7620000000000005,193.02700000000002,486271.88980000006,93196.3166,60570.432100000005,71328.0861,38702.2016,32625.884500000004,09107,redistributed_from_New_Haven,0.2881,6716.799999999999,200.50149253731342,0.765353060101519,
2023,Connecticut,Southeastern CT,23.0,3925.0,2036084.0,84061.0,55539.0,40766.0,12244.0,28522.0,09108,redistributed_from_New_London,1.0,532.3478260869565,3.1194904458598725,0.48495735239885324,
2023,Connecticut,Western CT,1.0,49.0,116639.0,34701.0,22209.0,116639.0,104147.0,12492.0,09109,redistributed_from_Fairfield,1.0,104147.0,2125.4489795918366,3.3612576006455144,
2014,Alabama,Autauga,48.0,11957.0,3993163.0,549805.0,395294.0,275846.0,121335.0,154511.0,,,,2527.8125,10.14761228,0.501716,0.0
2014,Alabama,Baldwin,286.0,73906.0,26324827.0,2310041.0,1528286.0,1393943.0,612188.0,781755.0,,,,2140.517483,8.283332882,0.603427,1.0
2014,Alabama,Barbour,84.0,14930.0,5690718.0,1182245.0,749550.0,666210.0,233515.0,432695.0,,,,2779.940476,15.6406564,0.563512,2.0
2014,Alabama,Bibb,6.0,374.0,84877.0,21758.0,14918.0,65857.0,59017.0,6840.0,,,,9836.166667,157.7994652,3.026794,3.0
2014,Alabama,Blount,45.0,6153.0,2413284.0,230905.0,173662.0,27744.0,-29499.0,57243.0,,,,-655.5333333,-4.794246709,0.120153,4.0
2014,Alabama,Bullock,36.0,8083.0,2452490.0,365391.0,245305.0,234281.0,114195.0,120086.0,,,,3172.083333,14.12779908,0.641178,5.0
2014,Alabama,Butler,19.0,3667.0,1086600.0,231512.0,141684.0,65709.0,-24119.0,89828.0,,,,-1269.421053,-6.577311154,0.283825,6.0
2014,Alabama,Calhoun,64.0,9356.0,3395138.0,336753.0,241560.0,75983.0,-19210.0,95193.0,,,,-300.15625,-2.053227875,0.225634,7.0
2014,Alabama,Chambers,8.0,2810.0,576045.0,71094.0,41557.0,30041.0,504.0,29537.0,,,,63.0,0.179359431,0.422553,8.0
2014,Alabama,Cherokee,285.0,37208.0,13660258.0,1463212.0,1058070.0,51176.0,-353966.0,405142.0,,,,-1241.985965,-9.513169211,0.034975,9.0
2014,Alabama,Chilton,33.0,1543.0,1218750.0,453042.0,296291.0,725369.0,568618.0,156751.0,,,,17230.84848,368.514582,1.601107,10.0
2014,Alabama,Choctaw,3.0,616.0,142148.0,22145.0,14173.0,25149.0,17177.0,7972.0,,,,5725.666667,27.88474026,1.135651,11.0
2014,Alabama,Clarke,1.0,779.0,263072.0,28192.0,16633.0,0.0,-11559.0,11559.0,,,,-11559.0,-14.83825417,0.0,12.0
2014,Alabama,Clay,1.0,251.0,100309.0,13167.0,7769.0,0.0,-5398.0,5398.0,,,,-5398.0,-21.5059761,0.0,13.0
2014,Alabama,Cleburne,7.0,595.0,138104.0,19482.0,11664.0,774.0,-7044.0,7818.0,,,,-1006.285714,-11.83865546,0.039728,14.0
2014,Alabama,Coffee,301.0,40886.0,15396824.0,4191391.0,2476819.0,3707125.0,1992553.0,1714572.0,,,,6619.777409,48.73435895,0.884461,15.0
2014,Alabama,Colbert,223.0,63000.0,18975343.0,1830887.0,1387399.0,80436.0,-363052.0,443488.0,,,,-1628.035874,-5.762730159,0.043932,16.0
2014,Alabama,Conecuh,53.0,10749.0,4097874.0,702830.0,421604.0,372270.0,91044.0,281226.0,,,,1717.811321,8.469997209,0.529672,17.0
2014,Alabama,Coosa,2.0,208.0,56210.0,8535.0,5036.0,0.0,-3499.0,3499.0,,,,-1749.5,-16.82211538,0.0,18.0
2014,Alabama,Covington,242.0,37413.0,14941034.0,2943454.0,1802538.0,2798573.0,1657657.0,1140916.0,,,,6849.822314,44.30697886,0.950778,19.0
2014,Alabama,Crenshaw,50.0,6087.0,2001047.0,463801.0,285250.0,356269.0,177718.0,178551.0,,,,3554.36,29.19632003,0.76815,20.0
2014,Alabama,Cullman,54.0,9479.0,2577614.0,252481.0,198543.0,2735.0,-51203.0,53938.0,,,,-948.2037037,-5.40173014,0.010832,21.0
2014,Alabama,Dale,179.0,26302.0,10683471.0,2219776.0,1344365.0,1622560.0,747149.0,875411.0,,,,4174.01676,28.40654703,0.730956,22.0
2014,Alabama,Dallas,89.0,31847.0,8841966.0,1391667.0,1033289.0,754961.0,396583.0,358378.0,,,,4455.988764,12.4527585,0.542486,23.0
2014,Alabama,De Kalb,140.0,32138.0,10049178.0,1296667.0,939794.0,208919.0,-147954.0,356873.0,,,,-1056.814286,-4.603709005,0.16112,24.0
2014,Alabama,Elmore,65.0,16298.0,5212704.0,486426.0,369631.0,84361.0,-32434.0,116795.0,,,,-498.9846154,-1.99006013,0.17343,25.0
2014,Alabama,Escambia,215.0,47115.0,20501095.0,2273782.0,1463794.0,586270.0,-223718.0,809988.0,,,,-1040.548837,-4.74833917,0.257839,26.0
2014,Alabama,Etowah,53.0,8655.0,3244104.0,315894.0,234321.0,6181.0,-75392.0,81573.0,,,,-1422.490566,-8.710803004,0.019566,27.0
2014,Alabama,Fayette,22.0,4801.0,1294574.0,183839.0,123709.0,0.0,-60130.0,60130.0,,,,-2733.181818,-12.52447407,0.0,28.0
2014,Alabama,Franklin,63.0,10651.0,2434465.0,311074.0,207294.0,77096.0,-26684.0,103780.0,,,,-423.5555556,-2.505304666,0.247838,29.0
2014,Alabama,Geneva,480.0,61965.0,23555704.0,5236550.0,3189417.0,6070501.0,4023368.0,2047133.0,,,,8382.016667,64.92968611,1.159255,30.0
2014,Alabama,Greene,19.0,3842.0,785061.0,153635.0,108504.0,316281.0,271150.0,45131.0,,,,14271.05263,70.57522124,2.058651,31.0
2014,Alabama,Hale,28.0,10304.0,2417178.0,310733.0,212248.0,230729.0,132244.0,98485.0,,,,4723.0,12.83423913,0.742531,32.0
2014,Alabama,Henry,267.0,48937.0,18464571.0,3952264.0,2299258.0,5011008.0,3358002.0,1653006.0,,,,12576.78652,68.61887733,1.267882,33.0
2014,Alabama,Houston,511.0,73765.0,28140405.0,5926200.0,3531419.0,7068619.0,4673838.0,2394781.0,,,,9146.454012,63.36118756,1.192774,34.0
2014,Alabama,Jackson,185.0,55501.0,17246920.0,1874284.0,1284809.0,139882.0,-449593.0,589475.0,,,,-2430.232432,-8.100628817,0.074632,35.0
2014,Alabama,Lamar,16.0,4153.0,1311174.0,226561.0,146159.0,25512.0,-54890.0,80402.0,,,,-3430.625,-13.2169516,0.112605,36.0
2014,Alabama,Lauderdale,339.0,69293.0,23003270.0,2538291.0,1880894.0,149951.0,-507446.0,657397.0,,,,-1496.890855,-7.323192819,0.059075,37.0
2014,Alabama,Lawrence,315.0,92533.0,31075092.0,3059109.0,2176936.0,47369.0,-834804.0,882173.0,,,,-2650.171429,-9.021689559,0.015484,38.0
2014,Alabama,Lee,24.0,4315.0,963530.0,119637.0,84846.0,46199.0,11408.0,34791.0,,,,475.3333333,2.643800695,0.386159,39.0
2014,Alabama,Limestone,735.0,128503.0,41707559.0,3797441.0,2601808.0,198920.0,-996713.0,1195633.0,,,,-1356.072109,-7.756340319,0.052382,40.0
2014,Alabama,Lowndes,30.0,19601.0,3500961.0,395943.0,266116.0,210785.0,80958.0,129827.0,,,,2698.6,4.130299475,0.532361,41.0
2014,Alabama,Macon,35.0,8652.0,2716419.0,325887.0,222549.0,166802.0,63464.0,103338.0,,,,1813.257143,7.335182617,0.511839,42.0
2014,Alabama,Madison,566.0,110022.0,38287171.0,4054203.0,2813156.0,104075.0,-1136972.0,1241047.0,,,,-2008.784452,-10.33404228,0.02567,43.0
2014,Alabama,Marengo,35.0,11160.0,2652941.0,454490.0,326004.0,274951.0,146465.0,128486.0,,,,4184.714286,13.12410394,0.604966,44.0
2014,Alabama,Marion,32.0,5799.0,1200121.0,161642.0,125432.0,3022.0,-33188.0,36210.0,,,,-1037.125,-5.723055699,0.018695,45.0
2014,Alabama,Marshall,103.0,13602.0,3612162.0,431197.0,315255.0,9680.0,-106262.0,115942.0,,,,-1031.669903,-7.812233495,0.022449,46.0
2014,Alabama,Mobile,50.0,22425.0,8117234.0,825457.0,536165.0,351594.0,62302.0,289292.0,,,,1246.04,2.778238573,0.425938,47.0
2014,Alabama,Monroe,125.0,31053.0,13471885.0,1567495.0,977630.0,640179.0,50314.0,589865.0,,,,402.512,1.620262132,0.408408,48.0
2014,Alabama,Montgomery,39.0,11621.0,2524113.0,410240.0,279315.0,147025.0,16100.0,130925.0,,,,412.8205128,1.385422941,0.358387,49.0
2014,Alabama,Morgan,99.0,16055.0,4216758.0,443474.0,326102.0,75997.0,-41375.0,117372.0,,,,-417.9292929,-2.577078792,0.171367,50.0
2014,Alabama,Perry,61.0,17959.0,3967695.0,842848.0,567131.0,394937.0,119220.0,275717.0,,,,1954.42623,6.638454257,0.468574,51.0
2014,Alabama,Pickens,25.0,8833.0,3155783.0,379434.0,224121.0,181959.0,26646.0,155313.0,,,,1065.84,3.016642137,0.479553,52.0
2014,Alabama,Pike,114.0,11989.0,4111583.0,943727.0,598997.0,520237.0,175507.0,344730.0,,,,1539.535088,14.63900242,0.551257,53.0
2014,Alabama,Randolph,15.0,1200.0,322003.0,46393.0,32731.0,15951.0,2289.0,13662.0,,,,152.6,1.9075,0.343823,54.0
2014,Alabama,Russell,38.0,8844.0,3298784.0,502014.0,349866.0,192047.0,39899.0,152148.0,,,,1049.973684,4.511420172,0.382553,55.0
2014,Alabama,Shelby,40.0,6946.0,2556699.0,299161.0,192335.0,151088.0,44262.0,106826.0,,,,1106.55,6.372300605,0.505039,56.0
2014,Alabama,St Clair,7.0,1024.0,285165.0,33303.0,20128.0,11618.0,-1557.0,13175.0,,,,-222.4285714,-1.520507813,0.348857,57.0
2014,Alabama,Sumter,14.0,3582.0,673800.0,95469.0,72663.0,143356.0,120550.0,22806.0,,,,8610.714286,33.65438303,1.501597,58.0
2014,Alabama,Talladega,53.0,22098.0,8056272.0,894690.0,610774.0,293605.0,9689.0,283916.0,,,,182.8113208,0.438455969,0.328163,59.0
2014,Alabama,Tallapoosa,8.0,822.0,327116.0,23732.0,17394.0,0.0,-6338.0,6338.0,,,,-792.25,-7.710462287,0.0,60.0
2014,Alabama,Tuscaloosa,25.0,7609.0,1873913.0,255403.0,187445.0,44295.0,-23663.0,67958.0,,,,-946.52,-3.109869891,0.173431,61.0
2014,Alabama,Walker,9.0,1704.0,352251.0,54886.0,37923.0,4416.0,-12547.0,16963.0,,,,-1394.111111,-7.363262911,0.080457,62.0
2014,Alabama,Washington,19.0,3258.0,1383787.0,140644.0,92420.0,72310.0,24086.0,48224.0,,,,1267.684211,7.392879067,0.514134,63.0
2014,Alabama,Wilcox,20.0,5291.0,1260669.0,224776.0,146884.0,134032.0,56140.0,77892.0,,,,2807.0,10.61047061,0.596291,64.0
2014,Alabama,Winston,6.0,820.0,130935.0,22745.0,15251.0,868.0,-6626.0,7494.0,,,,-1104.333333,-8.080487805,0.038162,65.0
2014,Alaska,Matanuska-Susitna,1.0,165.0,13932.0,1387.0,1387.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,66.0
