State Name,County Name,County FIPS,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Alabama,Pickens,01107,2897.0,249.0,6903.0,5213.0,54813.0,2078.0,380.0,0.0,0.0,0.0
Alabama,Pike,01109,3757.0,32401.0,5126.0,2148.0,1749.0,11507.0,0.0,231.0,2513.0,0.0
Alabama,Randolph,01111,14094.0,31079.0,16296.0,9582.0,116.0,5009.0,0.0,0.0,0.0,0.0
Alabama,Russell,01113,10329.0,52552.0,56018.0,21899.0,9390.0,15430.0,3452.0,0.0,0.0,0.0
Alabama,St. Clair,01115,0.0,1727.0,3897.0,3063.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,Shelby,01117,12252.0,33764.0,39886.0,18977.0,66.0,2710.0,0.0,0.0,0.0,0.0
Alabama,Sumter,01119,9781.0,24849.0,32785.0,17802.0,6753.0,1557.0,7795.0,0.0,0.0,0.0
Alabama,Talladega,01121,374808.0,610177.0,721940.0,104471.0,22530.0,96638.0,0.0,0.0,0.0,0.0
Alabama,Tallapoosa,01123,11049.0,4647.0,17442.0,7618.0,3412.0,3199.0,0.0,0.0,496.0,0.0
Alabama,Tuscaloosa,01125,3308.0,137364.0,222376.0,1081.0,954.0,13036.0,0.0,0.0,0.0,0.0
Alabama,Walker,01127,0.0,133.0,128.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,Washington,01129,8185.0,7586.0,48907.0,4412.0,0.0,3421.0,2619.0,0.0,0.0,0.0
Alabama,Wilcox,01131,34566.0,42399.0,19054.0,24288.0,2074.0,0.0,0.0,182.0,0.0,5484.0
Alabama,Winston,01133,1.0,901.0,1849.0,1434.0,0.0,3.0,0.0,0.0,0.0,0.0
Alaska,Aleutians East,02013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Aleutians West,02016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Anchorage,02020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Bethel,02050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Bristol Bay,02060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Denali,02068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Dillingham,02070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Fairbanks North Star,02090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Haines,02100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Juneau,02110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Kenai Peninsula,02122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Ketchikan Gateway,02130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Kodiak Island,02150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Lake and Peninsula,02164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Matanuska-Susitna,02170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Nome,02180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,North Slope,02185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Northwest Arctic,02188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Prince of Wales-Outer Ketchikan,02201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Sitka,02220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Skagway-Hoonah-Angoon,02232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Southeast Fairbanks,02240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Valdez-Cordova,02261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Wade Hampton,02270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Wrangell-Petersburg,02280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Yakutat,02282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,Yukon-Koyukuk,02290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Apache,04001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Cochise,04003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Coconino,04005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Gila,04007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Graham,04009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Greenlee,04011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,La Paz,04012,88.0,13307.0,17640.0,620.0,28212.0,54923.0,9537.0,8.0,0.0,0.0
Arizona,Maricopa,04013,8765.0,47374.0,31993.0,0.0,0.0,871.0,152.0,0.0,0.0,0.0
Arizona,Mohave,04015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Navajo,04017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Pima,04019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Pinal,04021,60.0,57021.0,36108.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Santa Cruz,04023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Yavapai,04025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,Yuma,04027,0.0,5484.0,4276.0,6476.0,0.0,4127.0,2707.0,0.0,0.0,0.0
Arkansas,Arkansas,05001,758774.0,5501602.6,4866442.0,652513.0,1333447.0,756972.0,571112.0,0.0,0.0,0.0
Arkansas,Ashley,05003,741293.0,2085310.0,1501179.57,207228.0,77254.0,268757.0,11138.0,0.0,0.0,80.0
Arkansas,Baxter,05005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Benton,05007,0.0,10907.0,6174.0,5395.0,10461.0,0.0,5478.0,0.0,4633.0,0.0
Arkansas,Boone,05009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Bradley,05011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Calhoun,05013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Carroll,05015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Chicot,05017,617763.0,3455305.0,2673848.57,1327383.7,116837.8,974190.95,1560.0,0.0,0.0,459.0
Arkansas,Clark,05019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Clay,05021,1709225.68,4881693.0,6993644.0,762439.0,277621.0,506457.0,228522.39,0.0,107958.0,127564.0
Arkansas,Cleburne,05023,0.0,0.0,0.0,0.0,0.0,1451.0,1602.0,0.0,0.0,0.0
Arkansas,Cleveland,05025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Columbia,05027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Conway,05029,169984.9,329475.0,168002.0,16956.0,187096.0,405058.0,0.0,0.0,54986.0,12.0
Arkansas,Craighead,05031,1354864.88,2534916.0,5023276.0,440224.66,65933.0,1223222.21,2083.0,0.0,0.0,30882.0
Arkansas,Crawford,05033,0.0,277373.0,67998.0,99094.0,32103.0,223801.0,21398.0,0.0,7197.0,0.0
Arkansas,Crittenden,05035,633187.72,6510603.0,3436967.89,938593.0,1247359.0,2001862.85,3660.0,53.0,0.0,134748.0
Arkansas,Cross,05037,233162.0,4282730.0,3510504.0,797690.31,789136.0,2253213.0,408462.0,0.0,0.0,15077.0
Arkansas,Dallas,05039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Desha,05041,1340675.0,1700432.0,3468531.0,262815.99,14339.0,58807.0,4543.0,0.0,0.0,2116.0
Arkansas,Drew,05043,212542.0,610484.0,838135.91,132514.0,57123.0,88480.0,0.0,0.0,0.0,0.0
Arkansas,Faulkner,05045,7544.0,200133.0,80375.0,117450.0,58711.0,50904.0,0.0,0.0,32571.0,4706.0
Arkansas,Franklin,05047,2027.0,34960.0,20067.0,7414.0,26243.0,23565.0,1473.0,0.0,18622.0,0.0
Arkansas,Fulton,05049,0.0,8294.0,8363.0,6994.0,5674.0,2341.0,0.0,0.0,0.0,0.0
Arkansas,Garland,05051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Grant,05053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Greene,05055,16695.0,1929324.0,1648982.02,180946.0,639228.0,455285.36,131.0,0.0,0.0,32538.0
Arkansas,Hempstead,05057,8305.0,37586.0,31200.0,21727.0,22034.0,10584.0,4573.0,0.0,0.0,5049.0
Arkansas,Hot Spring,05059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Howard,05061,10549.0,13855.0,13424.0,9140.0,2684.0,157.0,0.0,0.0,0.0,0.0
Arkansas,Independence,05063,62523.0,230660.0,356399.0,221201.0,64997.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Izard,05065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Jackson,05067,327661.0,2587953.08,3190960.71,386380.0,12490.0,140413.0,5590.0,0.0,0.0,8952.0
Arkansas,Jefferson,05069,771584.0,2299846.0,2652472.0,1018624.32,59357.0,1997403.0,178403.0,0.0,34609.0,0.0
Arkansas,Johnson,05071,0.0,123250.0,28309.0,20606.0,107833.0,105295.0,10585.0,0.0,30410.0,0.0
Arkansas,Lafayette,05073,117422.0,778710.0,926990.0,366139.0,164399.0,198481.0,0.0,0.0,3996.0,15701.0
Arkansas,Lawrence,05075,46316.0,1171831.0,2281317.0,343819.28,23536.0,77561.0,478.0,6781.0,0.0,312.0
Arkansas,Lee,05077,292854.0,3996645.0,4359418.0,1080960.0,1709188.0,268768.0,179.0,0.0,0.0,107315.09
Arkansas,Lincoln,05079,412256.0,819691.0,1099369.0,222064.0,9727.0,584811.0,6930.0,5386.0,7671.0,1755.0
Arkansas,Little River,05081,4176.0,148209.0,84613.0,15305.0,86725.0,91860.0,0.0,2935.0,71457.0,123952.0
Arkansas,Logan,05083,0.0,9747.0,36012.0,161162.0,146125.0,149595.0,8750.0,0.0,15502.0,0.0
Arkansas,Lonoke,05085,1055386.0,3545978.88,2839161.0,2690479.0,371757.0,532487.1,31770.0,0.0,0.0,8599.0
Arkansas,Madison,05087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Marion,05089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Miller,05091,73080.0,946450.0,733421.0,398162.0,503936.0,113725.0,4408.0,720.0,127404.0,21743.0
Arkansas,Mississippi,05093,47728.0,2737638.63,6172377.9399999995,1352017.0,417264.96,732039.0,345384.0,0.0,0.0,33443.0
Arkansas,Monroe,05095,281589.0,4315815.57,4650514.0,1143337.0,737617.0,103091.0,39866.0,0.0,0.0,882.0
Arkansas,Montgomery,05097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Nevada,05099,0.0,144.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Newton,05101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Ouachita,05103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Perry,05105,39660.0,69239.0,42075.0,34009.0,11308.0,35803.0,0.0,0.0,6559.0,0.0
Arkansas,Phillips,05107,62415.0,7925964.0,3239426.0,2314240.0,218788.0,299255.0,61128.0,0.0,0.0,85516.0
Arkansas,Pike,05109,46434.0,51042.0,47113.0,36651.0,7157.0,4762.0,0.0,0.0,0.0,0.0
Arkansas,Poinsett,05111,278580.0,636283.5,1122686.25,93451.0,65150.0,1379272.0,60223.0,0.0,0.0,16025.0
Arkansas,Polk,05113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Pope,05115,4041.0,124495.0,15318.0,121723.0,42061.0,197233.0,0.0,0.0,26618.0,0.0
Arkansas,Prairie,05117,608411.57,4317324.0,1172552.9,306401.0,251959.0,296896.99,39630.0,206.0,0.0,47958.0
Arkansas,Pulaski,05119,11070.0,685457.0,692524.0,139982.0,481223.0,534151.0,6139.0,0.0,19070.0,76240.0
Arkansas,Randolph,05121,0.0,753908.0,1712313.0,403874.0,74907.0,307093.0,660.0,0.0,0.0,331.0
Arkansas,St. Francis,05123,3847822.0,3385844.0,2670894.52,915429.0,830669.0,706411.0,59074.0,1941.0,0.0,34574.0
Arkansas,Saline,05125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Scott,05127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Searcy,05129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Sebastian,05131,0.0,35269.0,8384.0,9571.0,8342.0,44940.0,4752.0,0.0,0.0,0.0
Arkansas,Sevier,05133,0.0,15771.0,15977.0,3110.0,556.0,8739.0,0.0,0.0,0.0,0.0
Arkansas,Sharp,05135,126.0,41678.0,57286.0,29202.0,27995.0,8700.0,0.0,0.0,0.0,0.0
Arkansas,Stone,05137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Union,05139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Van Buren,05141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,Washington,05143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,White,05145,136509.0,463289.0,862370.0,74353.0,4043.0,136049.0,94951.0,258.0,0.0,3009.0
Arkansas,Woodruff,05147,810029.0,1604857.0,4604591.0,584236.0,466737.0,46770.0,57731.0,0.0,0.0,3894.0
Arkansas,Yell,05149,15083.0,95558.0,63209.0,99794.0,138705.0,114906.0,0.0,0.0,0.0,0.0
California,Alameda,06001,20124.0,22321.0,9601.0,1690.0,1237.0,0.0,0.0,0.0,0.0,0.0
California,Alpine,06003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Amador,06005,22780.0,31216.0,28486.0,6173.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Butte,06007,813.0,2791.0,2401692.0,821.0,430.0,3262.0,620.0,0.0,0.0,0.0
California,Calaveras,06009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Colusa,06011,239165.0,319594.0,4250802.640000001,210947.0,910.0,6332.0,1442.0,1176.0,9018.0,5069.0
California,Contra Costa,06013,155154.0,153394.0,44580.0,22154.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Del Norte,06015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,El Dorado,06017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Fresno,06019,14918.0,38452.0,16214.0,26228.0,649187.0,560839.0,0.0,290.0,2468.0,356.0
California,Glenn,06021,265251.0,271116.0,1558093.0,50119.0,60755.0,71333.0,4071.0,124.0,4087.0,13691.0
California,Humboldt,06023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Imperial,06025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Inyo,06027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Kern,06029,24426.0,117462.0,65890.0,17548.0,319.0,0.0,0.0,0.0,0.0,0.0
California,Kings,06031,317279.0,81273.0,270944.0,81532.0,1261.0,0.0,0.0,0.0,2436.0,10935.0
California,Lake,06033,6108.0,6540.0,5008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Lassen,06035,505.0,0.0,588.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Los Angeles,06037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Madera,06039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Marin,06041,23263.0,25847.38,0.0,2407.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Mariposa,06043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Mendocino,06045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Merced,06047,1664924.0,2429905.0,2131094.0,1036996.0,954.0,645229.0,0.0,5048.0,4689.0,0.0
California,Modoc,06049,23417.0,23814.0,22837.0,38013.0,24636.0,0.0,0.0,0.0,0.0,0.0
California,Mono,06051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Monterey,06053,82.0,89835.0,4629.0,74.0,0.0,2011.0,65470.0,78988.0,83043.0,0.0
California,Napa,06055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Nevada,06057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Orange,06059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Placer,06061,69703.0,78295.0,365182.0,20583.0,0.0,0.0,0.0,0.0,0.0,156.0
California,Plumas,06063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Riverside,06065,14318.0,2937.0,116411.0,1413.0,515.0,166657.0,27947.0,9661.0,0.0,0.0
California,Sacramento,06067,1679133.0,1868052.85,2084059.0,1040508.0,4663.0,20424.0,0.0,448.0,1221.0,24658.0
California,San Benito,06069,106313.0,45836.0,42204.0,17443.0,116.0,3537.0,284.0,2677.0,1880.0,0.0
California,San Bernardino,06071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,San Diego,06073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,San Francisco,06075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,San Joaquin,06077,2630495.88,3804563.0,3216011.0,907627.0,1422646.0,0.0,0.0,0.0,0.0,283.0
California,San Luis Obispo,06079,0.0,110.0,1081.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0
California,San Mateo,06081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Santa Barbara,06083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Santa Clara,06085,0.0,0.0,1641.0,0.0,0.0,5530.0,0.0,0.0,0.0,0.0
California,Santa Cruz,06087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Shasta,06089,0.0,15198.0,24997.0,8851.0,100.0,0.0,0.0,0.0,0.0,0.0
California,Sierra,06091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Siskiyou,06093,86632.0,122026.0,67852.0,139079.0,23531.0,902.0,2875.0,0.0,0.0,0.0
California,Solano,06095,1284348.0,2005803.0,2372145.81,1635387.0,618834.0,207.0,0.0,2254.0,1770.0,0.0
California,Sonoma,06097,1165.0,84414.0,35969.0,43027.0,642.0,0.0,0.0,0.0,0.0,0.0
California,Stanislaus,06099,49843.0,46795.0,33560.0,9325.0,9730.0,0.0,0.0,0.0,0.0,0.0
California,Sutter,06101,218034.0,357817.0,7200520.92,438072.0,23294.0,1255.0,0.0,0.0,135.0,16046.0
California,Tehama,06103,65827.0,185285.0,167877.0,65736.0,1369.0,11110.0,7934.0,0.0,0.0,0.0
California,Trinity,06105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Tulare,06107,264855.0,263755.0,222472.0,155684.0,0.0,1216259.0,0.0,4640.0,0.0,7274.0
California,Tuolumne,06109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Ventura,06111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,Yolo,06113,2011132.74,1836720.0,1944124.0,702056.48,3203.0,282.0,0.0,0.0,0.0,0.0
California,Yuba,06115,108897.0,110601.0,1995520.0,76895.0,34.0,0.0,0.0,0.0,0.0,0.0
Colorado,Adams,08001,195551.0,1148248.0,1131467.45,964623.0,967386.0,172202.0,396214.0,93057.0,483623.0,59.0
