State Name,County Name,fips,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Total,Average,
Alabama,Madison,1089,0,91,96,88,361,437,416,0,0,0,148,1637,148.8181818,
Alabama,Marengo,1091,0,100,102,104,110,120,90,0,0,0,9,635,57.72727273,
Alabama,Marion,1093,3,105,92,78,75,50,44,4,0,0,13,464,42.18181818,
Alabama,Marshall,1095,0,90,66,41,65,83,76,0,0,0,1,422,38.36363636,
Alabama,Mobile,1097,20,30,33,38,45,44,36,22,0,0,160,428,38.90909091,
Alabama,Monroe,1099,68,133,117,108,163,206,165,86,0,0,642,1688,153.4545455,
Alabama,Montgomery,1101,2,27,31,27,34,37,37,3,0,0,11,209,19,
Alabama,Morgan,1103,0,9,24,19,38,41,40,0,0,0,2,173,15.72727273,
Alabama,Perry,1105,4,76,82,91,86,72,63,6,0,0,2,482,43.81818182,
Alabama,Pickens,1107,3,22,26,20,26,34,29,3,0,0,14,177,16.09090909,
Alabama,Pike,1109,110,177,133,138,158,146,140,98,0,0,317,1417,128.8181818,
Alabama,Randolph,1111,0,4,6,4,5,6,4,0,0,0,1,30,2.727272727,
Alabama,Russell,1113,9,13,14,14,18,16,16,14,0,0,56,170,15.45454545,
Alabama,St. Clair,1115,0,7,6,5,5,2,1,0,0,0,0,26,2.363636364,
Alabama,Shelby,1117,0,0,0,1,17,20,16,0,0,0,8,62,5.636363636,
Alabama,Sumter,1119,0,29,23,32,32,32,23,0,0,0,0,171,15.54545455,
Alabama,Talladega,1121,0,5,5,5,29,39,32,0,0,0,10,125,11.36363636,
Alabama,Tallapoosa,1123,3,8,6,6,8,7,5,3,0,0,3,49,4.454545455,
Alabama,Tuscaloosa,1125,0,45,46,39,37,49,44,0,0,0,47,307,27.90909091,
Alabama,Walker,1127,0,0,0,0,0,1,0,0,0,0,0,1,0.090909091,
Alabama,Washington,1129,8,16,16,15,14,13,10,5,0,0,32,129,11.72727273,
Alabama,Wilcox,1131,0,94,85,112,92,102,68,0,0,0,7,560,50.90909091,
Alabama,Winston,1133,0,8,7,6,5,4,0,0,0,0,0,30,2.727272727,
Alaska,Aleutians East,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Aleutians West,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Anchorage,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Bethel,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Bristol Bay,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Denali,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Dillingham,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Fairbanks North Star,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Haines,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Juneau,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Kenai Peninsula,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Ketchikan Gateway,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Kodiak Island,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Lake and Peninsula,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Matanuska-Susitna,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Nome,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,North Slope,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Northwest Arctic,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Prince of Wales-Outer Ketchikan,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Sitka,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Skagway-Hoonah-Angoon,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Southeast Fairbanks,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Valdez-Cordova,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Wade Hampton,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Wrangell-Petersburg,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Yakutat,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Yukon-Koyukuk,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Apache,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Cochise,4003,0,103,89,89,76,74,61,0,0,0,38,530,48.18181818,
Arizona,Coconino,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Gila,4007,0,1,1,1,0,0,0,0,0,0,0,3,0.272727273,
Arizona,Graham,4009,0,36,32,29,41,40,44,0,0,0,92,314,28.54545455,
Arizona,Greenlee,4011,0,12,8,5,8,9,10,0,0,0,4,56,5.090909091,
Arizona,La Paz,4012,1,30,29,27,27,36,36,0,0,0,51,237,21.54545455,
Arizona,Maricopa,4013,0,130,122,119,119,106,104,0,0,0,185,885,80.45454545,
Arizona,Mohave,4015,0,5,4,4,5,5,4,0,0,0,0,27,2.454545455,
Arizona,Navajo,4017,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Pima,4019,0,20,17,17,19,18,16,0,0,0,51,158,14.36363636,
Arizona,Pinal,4021,0,195,157,169,184,195,194,0,0,0,480,1574,143.0909091,
Arizona,Santa Cruz,4023,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Yavapai,4025,0,1,1,1,1,0,0,0,0,0,0,4,0.363636364,
Arizona,Yuma,4027,6,69,67,64,67,74,74,4,0,3,95,523,47.54545455,
Arkansas,Arkansas,5001,763,637,610,687,708,700,687,651,0,0,3,5446,495.0909091,
Arkansas,Ashley,5003,193,223,186,218,244,267,265,180,0,0,383,2159,196.2727273,
Arkansas,Baxter,5005,0,0,1,1,1,0,0,0,0,0,0,3,0.272727273,
Arkansas,Benton,5007,0,15,11,10,5,4,8,0,0,0,0,53,4.818181818,
Arkansas,Boone,5009,0,42,30,40,31,5,8,0,0,0,0,156,14.18181818,
Arkansas,Bradley,5011,0,11,11,9,9,0,0,0,0,0,0,40,3.636363636,
Arkansas,Calhoun,5013,0,9,7,4,7,1,1,0,0,0,0,29,2.636363636,
Arkansas,Carroll,5015,0,1,1,1,1,0,0,0,0,0,0,4,0.363636364,
Arkansas,Chicot,5017,312,370,322,385,389,467,441,300,0,0,331,3317,301.5454545,
Arkansas,Clark,5019,8,71,60,80,87,85,56,7,0,0,0,454,41.27272727,
Arkansas,Clay,5021,766,832,780,836,973,1069,1042,769,0,0,728,7795,708.6363636,
Arkansas,Cleburne,5023,1,34,34,32,32,14,12,1,0,0,0,160,14.54545455,
Arkansas,Cleveland,5025,0,13,13,13,11,11,10,0,0,0,0,71,6.454545455,
Arkansas,Columbia,5027,0,2,2,2,2,2,2,0,0,0,0,12,1.090909091,
Arkansas,Conway,5029,17,112,111,112,106,92,94,14,0,0,0,658,59.81818182,
Arkansas,Craighead,5031,840,951,932,970,1500,1529,1465,773,0,0,2032,10992,999.2727273,
Arkansas,Crawford,5033,5,20,25,24,25,22,20,1,0,0,0,142,12.90909091,
Arkansas,Crittenden,5035,240,240,246,274,312,354,359,256,0,0,472,2753,250.2727273,
Arkansas,Cross,5037,485,438,454,452,499,520,510,438,0,0,37,3833,348.4545455,
Arkansas,Dallas,5039,4,19,19,18,18,13,16,4,0,0,0,111,10.09090909,
Arkansas,Desha,5041,414,442,428,522,638,650,639,423,0,0,574,4730,430,
Arkansas,Drew,5043,131,159,149,181,195,209,189,136,0,0,89,1438,130.7272727,
Arkansas,Faulkner,5045,37,73,68,61,62,62,58,29,0,0,0,450,40.90909091,
Arkansas,Franklin,5047,14,15,15,16,15,17,16,12,0,0,0,120,10.90909091,
Arkansas,Fulton,5049,0,2,4,5,5,0,0,0,0,0,0,16,1.454545455,
Arkansas,Garland,5051,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Grant,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Greene,5055,729,763,708,721,769,827,785,643,0,0,457,6402,582,
Arkansas,Hempstead,5057,0,39,35,31,52,60,63,1,0,0,0,281,25.54545455,
Arkansas,Hot Spring,5059,27,32,29,30,30,18,17,13,0,0,0,196,17.81818182,
Arkansas,Howard,5061,0,14,14,14,13,11,6,0,0,0,0,72,6.545454545,
Arkansas,Independence,5063,157,224,226,229,235,256,217,134,0,0,1,1679,152.6363636,
Arkansas,Izard,5065,0,23,23,22,22,9,9,0,0,0,0,108,9.818181818,
Arkansas,Jackson,5067,677,641,626,635,648,688,641,539,0,0,48,5143,467.5454545,
Arkansas,Jefferson,5069,370,384,359,369,398,411,407,339,0,0,275,3312,301.0909091,
Arkansas,Johnson,5071,3,9,11,12,11,11,11,7,0,0,0,75,6.818181818,
Arkansas,Lafayette,5073,41,82,86,86,104,108,109,46,0,0,125,787,71.54545455,
Arkansas,Lawrence,5075,633,607,606,596,604,628,622,588,0,0,104,4988,453.4545455,
Arkansas,Lee,5077,342,327,303,333,412,447,429,271,0,0,362,3226,293.2727273,
Arkansas,Lincoln,5079,243,287,301,312,337,349,355,271,0,0,250,2705,245.9090909,
Arkansas,Little River,5081,22,72,72,65,68,57,58,18,0,0,5,437,39.72727273,
Arkansas,Logan,5083,14,43,39,39,37,38,26,9,0,0,0,245,22.27272727,
Arkansas,Lonoke,5085,669,729,689,685,732,752,733,586,0,0,255,5830,530,
Arkansas,Madison,5087,0,11,12,13,12,5,5,0,0,0,0,58,5.272727273,
Arkansas,Marion,5089,0,0,0,2,2,1,1,0,0,0,0,6,0.545454545,
Arkansas,Miller,5091,23,58,57,60,57,62,59,22,0,0,24,422,38.36363636,
Arkansas,Mississippi,5093,451,631,675,702,1146,1201,1188,417,0,0,2803,9214,837.6363636,
Arkansas,Monroe,5095,479,431,402,433,473,537,530,455,0,0,281,4021,365.5454545,
Arkansas,Montgomery,5097,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Nevada,5099,1,15,12,13,15,20,15,1,0,0,0,92,8.363636364,
Arkansas,Newton,5101,0,4,4,5,5,2,2,0,0,0,0,22,2,
Arkansas,Ouachita,5103,0,5,5,5,7,4,5,0,0,0,0,31,2.818181818,
Arkansas,Perry,5105,22,44,48,49,45,38,39,17,0,0,0,302,27.45454545,
Arkansas,Phillips,5107,196,255,247,266,338,388,376,208,0,0,817,3091,281,
Arkansas,Pike,5109,0,24,23,23,25,21,18,0,0,0,0,134,12.18181818,
Arkansas,Poinsett,5111,857,859,817,873,983,1034,988,810,0,0,771,7992,726.5454545,
Arkansas,Polk,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Pope,5115,17,31,31,40,41,38,38,16,0,0,0,252,22.90909091,
Arkansas,Prairie,5117,676,656,640,651,656,693,659,560,0,0,32,5223,474.8181818,
Arkansas,Pulaski,5119,64,78,66,78,78,92,93,66,0,0,16,631,57.36363636,
Arkansas,Randolph,5121,242,244,246,246,247,262,257,248,0,0,106,2098,190.7272727,
Arkansas,St. Francis,5123,372,355,345,377,425,427,442,358,0,0,201,3302,300.1818182,
Arkansas,Saline,5125,0,2,3,3,3,3,3,0,0,0,0,17,1.545454545,
Arkansas,Scott,5127,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Searcy,5129,0,0,0,2,2,0,0,0,0,0,0,4,0.363636364,
Arkansas,Sebastian,5131,0,6,6,7,8,8,7,0,0,0,0,42,3.818181818,
Arkansas,Sevier,5133,0,8,8,8,8,5,6,1,0,0,0,44,4,
Arkansas,Sharp,5135,2,9,6,6,5,2,2,0,0,0,0,32,2.909090909,
Arkansas,Stone,5137,1,15,15,17,16,6,5,0,0,0,0,75,6.818181818,
Arkansas,Union,5139,0,0,1,1,1,1,1,0,0,0,0,5,0.454545455,
Arkansas,Van Buren,5141,0,4,4,4,2,0,0,0,0,0,0,14,1.272727273,
Arkansas,Washington,5143,0,4,0,2,2,1,1,0,0,0,0,10,0.909090909,
Arkansas,White,5145,270,398,350,346,365,377,364,243,0,0,5,2718,247.0909091,
Arkansas,Woodruff,5147,490,511,512,518,520,553,524,429,0,0,104,4161,378.2727273,
Arkansas,Yell,5149,36,90,94,107,107,118,101,38,0,0,0,691,62.81818182,
California,Alameda,6001,0,1,3,4,3,3,3,0,0,0,0,17,1.545454545,
California,Alpine,6003,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Amador,6005,0,0,0,1,0,5,2,0,0,0,0,8,0.727272727,
California,Butte,6007,4,23,306,8,9,12,14,3,0,0,0,379,34.45454545,
California,Calaveras,6009,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Colusa,6011,1,151,692,173,135,220,141,2,0,0,8,1523,138.4545455,
California,Contra Costa,6013,0,3,3,3,3,6,6,0,0,0,0,24,2.181818182,
California,Del Norte,6015,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,El Dorado,6017,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Fresno,6019,3,311,329,269,293,308,246,1,0,0,67,1827,166.0909091,
California,Glenn,6021,10,166,502,140,140,142,101,3,0,0,5,1209,109.9090909,
California,Humboldt,6023,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Imperial,6025,10,118,118,112,108,108,103,0,0,0,25,702,63.81818182,
California,Inyo,6027,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Kern,6029,0,214,163,128,137,151,131,0,0,0,132,1056,96,
California,Kings,6031,0,363,328,307,306,315,292,0,0,0,230,2141,194.6363636,
California,Lake,6033,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Lassen,6035,0,24,24,24,25,32,34,0,0,0,0,163,14.81818182,
California,Los Angeles,6037,0,2,7,6,3,4,3,0,0,0,0,25,2.272727273,
California,Madera,6039,4,91,81,57,49,36,40,0,0,0,34,392,35.63636364,
California,Marin,6041,0,1,0,0,0,0,0,0,0,0,0,1,0.090909091,
California,Mariposa,6043,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Mendocino,6045,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Merced,6047,0,191,199,177,218,287,242,0,0,0,332,1646,149.6363636,
California,Modoc,6049,0,86,89,103,102,108,115,0,0,0,0,603,54.81818182,
California,Mono,6051,0,2,2,2,2,2,2,0,0,0,0,12,1.090909091,
California,Monterey,6053,0,19,16,33,28,23,22,0,0,0,0,141,12.81818182,
California,Napa,6055,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Nevada,6057,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Orange,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Placer,6061,3,8,21,6,6,12,8,1,0,0,0,65,5.909090909,
California,Plumas,6063,0,1,1,0,0,1,0,0,0,0,0,3,0.272727273,
California,Riverside,6065,0,41,28,25,21,35,34,0,0,0,54,238,21.63636364,
California,Sacramento,6067,0,26,50,41,35,153,90,0,0,0,0,395,35.90909091,
California,San Benito,6069,0,21,22,25,22,12,9,0,0,0,0,111,10.09090909,
California,San Bernardino,6071,0,0,1,0,0,2,1,0,0,0,0,4,0.363636364,
California,San Diego,6073,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Francisco,6075,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Joaquin,6077,0,11,14,17,15,167,112,2,0,0,0,338,30.72727273,
California,San Luis Obispo,6079,0,99,96,132,119,106,107,0,0,0,0,659,59.90909091,
California,San Mateo,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Santa Barbara,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Santa Clara,6085,0,3,3,4,2,2,2,0,0,0,0,16,1.454545455,
California,Santa Cruz,6087,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Shasta,6089,0,9,6,4,4,6,4,0,0,0,0,33,3,
California,Sierra,6091,0,1,1,1,1,1,1,0,0,0,0,6,0.545454545,
California,Siskiyou,6093,0,75,67,89,87,87,65,0,0,0,0,470,42.72727273,
California,Solano,6095,0,47,49,62,51,129,68,0,0,0,0,406,36.90909091,
California,Sonoma,6097,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Stanislaus,6099,0,195,189,194,177,174,56,0,0,0,0,985,89.54545455,
California,Sutter,6101,4,41,286,66,39,108,86,0,0,0,0,630,57.27272727,
California,Tehama,6103,0,31,25,17,17,18,12,0,0,0,0,120,10.90909091,
California,Trinity,6105,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Tulare,6107,0,496,457,412,426,415,380,0,0,0,369,2955,268.6363636,
California,Tuolumne,6109,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Ventura,6111,0,0,0,0,0,0,0,0,0,0,0,0,0,
California,Yolo,6113,2,210,310,212,118,168,111,0,0,0,0,1131,102.8181818,
California,Yuba,6115,1,4,67,9,6,13,8,1,0,0,0,109,9.909090909,
Colorado,Adams,8001,0,355,357,325,301,289,292,0,0,0,0,1919,174.4545455,
Colorado,Alamosa,8003,0,15,16,37,40,66,64,0,0,0,0,238,21.63636364,
Colorado,Arapahoe,8005,0,246,264,259,234,203,199,0,0,0,0,1405,127.7272727,
Colorado,Archuleta,8007,0,2,2,2,2,2,1,0,0,0,0,11,1,
Colorado,Baca,8009,4,810,728,726,725,729,677,0,0,0,0,4399,399.9090909,
Colorado,Bent,8011,0,60,68,67,71,91,77,0,0,0,0,434,39.45454545,
Colorado,Boulder,8013,0,23,20,20,14,18,18,0,0,0,0,113,10.27272727,
Colorado,Broomfield,8014,0,3,5,2,3,3,3,0,0,0,0,19,1.727272727,
Colorado,Chaffee,8015,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Cheyenne,8017,0,335,336,365,363,431,422,0,0,0,0,2252,204.7272727,
Colorado,Clear Creek,8019,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Conejos,8021,1,23,24,55,56,68,67,0,0,0,0,294,26.72727273,
Colorado,Costilla,8023,0,13,15,21,21,22,20,0,0,0,0,112,10.18181818,
Colorado,Crowley,8025,0,36,37,38,40,56,41,0,0,0,0,248,22.54545455,
Colorado,Custer,8027,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Delta,8029,0,23,24,21,22,21,17,0,0,0,0,128,11.63636364,
Colorado,Denver,8031,0,4,4,4,3,5,4,0,0,0,0,24,2.181818182,
Colorado,Dolores,8033,0,180,187,184,181,184,188,0,0,0,0,1104,100.3636364,
Colorado,Douglas,8035,0,12,12,11,8,7,7,0,0,0,0,57,5.181818182,
Colorado,Eagle,8037,0,2,2,2,2,0,0,0,0,0,0,8,0.727272727,
Colorado,Elbert,8039,0,214,192,199,193,135,139,0,0,0,0,1072,97.45454545,
Colorado,El Paso,8041,0,16,16,10,12,8,9,0,0,0,0,71,6.454545455,
Colorado,Fremont,8043,0,2,4,3,2,2,3,0,0,0,0,16,1.454545455,
Colorado,Garfield,8045,0,10,14,14,11,9,10,0,0,0,0,68,6.181818182,
Colorado,Gilpin,8047,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Grand,8049,0,0,0,1,0,1,0,0,0,0,0,2,0.181818182,
Colorado,Gunnison,8051,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Hinsdale,8053,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Huerfano,8055,0,1,2,1,0,0,0,0,0,0,0,4,0.363636364,
Colorado,Jackson,8057,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Jefferson,8059,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Kiowa,8061,6,412,411,407,396,477,466,0,0,0,0,2575,234.0909091,
Colorado,Kit Carson,8063,4,728,667,686,739,924,911,0,0,0,0,4659,423.5454545,
Colorado,Lake,8065,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,La Plata,8067,0,28,41,41,35,26,22,0,0,0,0,193,17.54545455,
Colorado,Larimer,8069,0,41,44,47,44,59,48,0,0,0,0,283,25.72727273,
Colorado,Las Animas,8071,0,32,29,28,26,26,22,0,0,0,0,163,14.81818182,
Colorado,Lincoln,8073,0,398,370,347,367,318,252,0,0,0,0,2052,186.5454545,
Colorado,Logan,8075,3,656,658,673,672,803,742,0,0,0,0,4207,382.4545455,
Colorado,Mesa,8077,0,20,22,25,26,55,46,0,0,0,0,194,17.63636364,
Colorado,Mineral,8079,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Moffat,8081,0,78,95,93,89,112,111,0,0,0,0,578,52.54545455,
Colorado,Montezuma,8083,0,98,112,104,82,82,95,0,0,0,0,573,52.09090909,
Colorado,Montrose,8085,0,117,118,108,104,82,34,0,0,0,0,563,51.18181818,
Colorado,Morgan,8087,0,353,347,359,357,488,355,0,0,0,0,2259,205.3636364,
Colorado,Otero,8089,0,34,43,51,58,164,152,0,0,0,0,502,45.63636364,
Colorado,Ouray,8091,0,2,1,1,0,0,0,0,0,0,0,4,0.363636364,
Colorado,Park,8093,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Phillips,8095,0,416,419,455,456,523,485,0,0,0,0,2754,250.3636364,
Colorado,Pitkin,8097,0,0,0,0,0,1,1,0,0,0,0,2,0.181818182,
Colorado,Prowers,8099,0,404,405,404,410,499,476,0,0,0,0,2598,236.1818182,
Colorado,Pueblo,8101,0,19,20,15,20,12,7,0,0,0,0,93,8.454545455,
Colorado,Rio Blanco,8103,0,7,27,25,22,22,25,0,0,0,0,128,11.63636364,
Colorado,Rio Grande,8105,17,55,51,99,96,101,72,0,0,0,0,491,44.63636364,
Colorado,Routt,8107,0,51,58,63,60,67,67,0,0,0,0,366,33.27272727,
Colorado,Saguache,8109,8,37,28,56,59,61,56,0,0,0,0,305,27.72727273,
Colorado,San Juan,8111,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,San Miguel,8113,0,12,19,20,21,16,17,0,0,0,0,105,9.545454545,
Colorado,Sedgwick,8115,0,361,346,348,357,449,417,0,0,0,0,2278,207.0909091,
Colorado,Summit,8117,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Teller,8119,0,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Washington,8121,1,926,916,926,895,901,864,0,0,0,0,5429,493.5454545,
Colorado,Weld,8123,1,873,882,875,841,964,796,1,0,0,0,5233,475.7272727,
Colorado,Yuma,8125,0,659,635,627,627,763,659,0,0,0,0,3970,360.9090909,
Connecticut,Fairfield,9001,0,0,1,1,1,1,0,0,0,0,0,4,0.363636364,
Connecticut,Hartford,9003,0,9,6,5,10,10,0,0,0,0,0,40,3.636363636,
Connecticut,Litchfield,9005,0,23,27,30,28,22,1,0,0,0,0,131,11.90909091,
Connecticut,Middlesex,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,
Connecticut,New Haven,9009,0,0,0,1,2,2,1,0,0,0,0,6,0.545454545,
Connecticut,New London,9011,0,21,30,28,22,26,0,0,0,0,0,127,11.54545455,
Connecticut,Tolland,9013,0,3,2,1,6,4,0,0,0,0,0,16,1.454545455,
Connecticut,Windham,9015,0,10,10,11,10,29,0,0,0,0,0,70,6.363636364,
Delaware,Kent,10001,0,147,152,166,178,314,283,0,0,0,0,1240,112.7272727,
Delaware,New Castle,10003,0,75,68,68,73,97,77,0,0,0,0,458,41.63636364,
Delaware,Sussex,10005,0,280,242,260,266,408,303,0,0,0,0,1759,159.9090909,
District Of Columbia,District of Columbia,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Alachua,12001,45,65,71,70,65,55,52,54,0,0,63,540,49.09090909,
Florida,Baker,12003,0,1,1,1,1,4,0,0,0,0,0,8,0.727272727,
Florida,Bay,12005,0,0,0,0,0,0,0,0,0,0,0,0,0,
