State Name,County Name,County FIPS,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Average,
Alabama,Lamar,1075,3,8,12,13,13,6,2,0,0,0,60,10.63636364,
Alabama,Lauderdale,1077,6,225,333,225,267,194,3,0,0,0,707,178.1818182,
Alabama,Lawrence,1079,5,145,137,68,111,91,3,0,0,0,431,90.09090909,
Alabama,Lee,1081,13,12,14,12,8,7,4,0,0,0,14,7.636363636,
Alabama,Limestone,1083,37,519,519,230,181,387,88,1,0,0,1368,302.7272727,
Alabama,Lowndes,1085,17,14,24,17,11,3,3,0,3,1,14,9.727272727,
Alabama,Macon,1087,12,12,11,14,7,4,7,0,3,0,14,7.636363636,
Alabama,Madison,1089,9,483,462,387,362,292,0,0,0,0,1317,301.0909091,
Alabama,Marengo,1091,0,2,2,6,2,1,0,0,0,1,6,1.818181818,
Alabama,Marion,1093,3,28,26,19,27,14,10,0,0,0,134,23.72727273,
Alabama,Marshall,1095,1,126,104,27,56,51,0,0,0,0,312,61.54545455,
Alabama,Mobile,1097,14,3,3,3,1,0,0,0,0,0,0,2.181818182,
Alabama,Monroe,1099,68,41,119,37,4,0,0,0,0,0,0,24.45454545,
Alabama,Montgomery,1101,4,40,33,34,27,9,3,0,0,18,33,18.27272727,
Alabama,Morgan,1103,1,60,54,20,43,56,0,0,0,0,174,37.09090909,
Alabama,Perry,1105,4,15,12,14,3,5,0,0,0,2,10,5.909090909,
Alabama,Pickens,1107,4,2,5,4,5,1,1,0,0,0,13,3.181818182,
Alabama,Pike,1109,108,17,11,9,11,11,0,1,6,0,21,17.72727273,
Alabama,Randolph,1111,5,21,16,15,4,6,0,0,0,0,3,6.363636364,
Alabama,Russell,1113,11,11,13,9,11,5,3,0,0,0,11,6.727272727,
Alabama,St. Clair,1115,0,4,4,4,0,0,0,0,0,0,0,1.090909091,
Alabama,Shelby,1117,0,18,15,12,2,7,0,0,0,0,23,7,
Alabama,Sumter,1119,1,4,5,5,5,4,3,0,0,0,2,2.636363636,
Alabama,Talladega,1121,0,43,45,37,36,28,0,0,0,0,207,36,
Alabama,Tallapoosa,1123,4,3,3,3,4,4,0,0,1,0,7,2.636363636,
Alabama,Tuscaloosa,1125,0,11,9,3,4,1,0,0,0,0,39,6.090909091,
Alabama,Walker,1127,0,1,1,1,0,0,0,0,0,0,0,0.272727273,
Alabama,Washington,1129,10,14,28,11,0,3,2,0,0,0,2,6.363636364,
Alabama,Wilcox,1131,0,6,7,11,4,0,0,1,0,1,3,3,
Alabama,Winston,1133,0,1,2,2,0,1,0,0,0,0,4,0.909090909,
Alaska,Aleutians East,2013,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Aleutians West,2016,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Anchorage,2020,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Bethel,2050,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Bristol Bay,2060,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Denali,2068,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Dillingham,2070,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Fairbanks North Star,2090,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Haines,2100,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Juneau,2110,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Kenai Peninsula,2122,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Ketchikan Gateway,2130,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Kodiak Island,2150,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Lake and Peninsula,2164,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Matanuska-Susitna,2170,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Nome,2180,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,North Slope,2185,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Northwest Arctic,2188,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Prince of Wales-Outer Ketchikan,2201,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Sitka,2220,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Skagway-Hoonah-Angoon,2232,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Southeast Fairbanks,2240,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Valdez-Cordova,2261,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Wade Hampton,2270,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Wrangell-Petersburg,2280,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Yakutat,2282,0,0,0,0,0,0,0,0,0,0,0,0,
Alaska,Yukon-Koyukuk,2290,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Apache,4001,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Cochise,4003,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Coconino,4005,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Gila,4007,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Graham,4009,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Greenlee,4011,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,La Paz,4012,1,9,8,7,8,5,9,1,0,0,8,5.090909091,
Arizona,Maricopa,4013,2,7,6,0,0,1,1,0,0,0,1,1.636363636,
Arizona,Mohave,4015,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Navajo,4017,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Pima,4019,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Pinal,4021,0,4,4,2,0,0,0,0,0,0,0,0.909090909,
Arizona,Santa Cruz,4023,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Yavapai,4025,0,0,0,0,0,0,0,0,0,0,0,0,
Arizona,Yuma,4027,1,2,2,2,0,4,3,0,0,0,2,1.454545455,
Arkansas,Arkansas,5001,671,582,559,803,434,329,269,0,0,0,552,381.7272727,
Arkansas,Ashley,5003,185,206,167,123,69,134,32,0,0,1,365,116.5454545,
Arkansas,Baxter,5005,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Benton,5007,0,1,1,1,1,0,1,0,1,0,0,0.545454545,
Arkansas,Boone,5009,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Bradley,5011,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Calhoun,5013,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Carroll,5015,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Chicot,5017,301,268,238,276,176,157,3,0,0,2,253,152.1818182,
Arkansas,Clark,5019,6,0,0,0,0,0,0,0,0,0,0,0.545454545,
Arkansas,Clay,5021,749,1124,1074,723,463,727,415,0,181,194,1036,607.8181818,
Arkansas,Cleburne,5023,1,0,0,0,0,2,2,0,0,0,2,0.636363636,
Arkansas,Cleveland,5025,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Columbia,5027,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Conway,5029,26,88,74,41,113,109,0,0,67,1,217,66.90909091,
Arkansas,Craighead,5031,813,1345,1215,615,233,976,12,0,0,161,549,538.0909091,
Arkansas,Crawford,5033,5,75,57,63,34,73,8,0,1,0,1,28.81818182,
Arkansas,Crittenden,5035,251,321,303,306,303,353,6,8,0,151,87,189.9090909,
Arkansas,Cross,5037,422,456,461,224,238,498,190,0,0,60,478,275.1818182,
Arkansas,Dallas,5039,4,0,0,0,0,0,0,0,0,0,0,0.363636364,
Arkansas,Desha,5041,359,372,517,416,175,43,10,0,0,2,271,196.8181818,
Arkansas,Drew,5043,141,110,145,127,68,32,0,0,0,0,6,57.18181818,
Arkansas,Faulkner,5045,40,53,43,40,45,29,0,0,14,17,53,30.36363636,
Arkansas,Franklin,5047,12,24,23,19,19,22,17,0,19,0,28,16.63636364,
Arkansas,Fulton,5049,0,22,23,22,23,9,0,0,0,0,0,9,
Arkansas,Garland,5051,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Grant,5053,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Greene,5055,702,939,866,436,791,605,9,0,0,288,218,441.2727273,
Arkansas,Hempstead,5057,0,5,4,4,6,2,1,0,0,1,0,2.090909091,
Arkansas,Hot Spring,5059,26,0,0,0,0,0,0,0,0,0,2,2.545454545,
Arkansas,Howard,5061,1,15,15,15,15,1,0,0,0,0,0,5.636363636,
Arkansas,Independence,5063,196,145,150,88,66,0,0,0,0,0,5,59.09090909,
Arkansas,Izard,5065,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Jackson,5067,655,654,625,159,12,144,12,0,0,121,11,217.5454545,
Arkansas,Jefferson,5069,346,346,337,344,103,341,177,0,66,0,373,221.1818182,
Arkansas,Johnson,5071,2,33,31,31,34,33,34,0,21,0,51,24.54545455,
Arkansas,Lafayette,5073,42,75,76,74,75,57,0,0,11,1,72,43.90909091,
Arkansas,Lawrence,5075,603,512,505,277,140,154,3,11,0,5,14,202.1818182,
Arkansas,Lee,5077,283,459,352,292,407,130,4,0,0,190,593,246.3636364,
Arkansas,Lincoln,5079,221,201,305,210,114,112,32,15,14,2,357,143.9090909,
Arkansas,Little River,5081,21,37,34,5,36,28,0,1,27,32,69,26.36363636,
Arkansas,Logan,5083,13,11,15,42,44,42,12,0,13,0,0,17.45454545,
Arkansas,Lonoke,5085,607,679,628,625,332,389,109,0,0,8,355,339.2727273,
Arkansas,Madison,5087,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Marion,5089,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Miller,5091,27,48,44,33,41,27,3,2,35,4,0,24,
Arkansas,Mississippi,5093,518,677,977,507,704,762,334,0,0,126,41,422.3636364,
Arkansas,Monroe,5095,444,486,447,397,359,230,47,0,0,10,90,228.1818182,
Arkansas,Montgomery,5097,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Nevada,5099,1,2,0,1,0,0,0,0,0,0,1,0.454545455,
Arkansas,Newton,5101,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Ouachita,5103,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Perry,5105,22,29,28,33,25,35,0,0,12,0,23,18.81818182,
Arkansas,Phillips,5107,194,329,243,261,129,59,44,0,0,75,1640,270.3636364,
Arkansas,Pike,5109,6,39,37,33,32,8,0,0,0,0,2,14.27272727,
Arkansas,Poinsett,5111,839,318,459,166,180,809,207,0,0,77,8,278.4545455,
Arkansas,Polk,5113,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Pope,5115,17,30,21,38,34,40,0,0,23,0,90,26.63636364,
Arkansas,Prairie,5117,706,605,590,228,205,312,170,1,0,66,117,272.7272727,
Arkansas,Pulaski,5119,68,89,69,52,85,93,32,0,17,38,8,50.09090909,
Arkansas,Randolph,5121,226,301,297,159,128,241,5,0,0,6,6,124.4545455,
Arkansas,St. Francis,5123,377,414,343,337,355,260,118,2,0,86,352,240.3636364,
Arkansas,Saline,5125,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Scott,5127,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Searcy,5129,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Sebastian,5131,0,7,4,6,6,12,4,0,0,0,24,5.727272727,
Arkansas,Sevier,5133,0,4,4,3,3,3,0,0,0,0,0,1.545454545,
Arkansas,Sharp,5135,3,38,37,31,33,15,0,0,0,0,0,14.27272727,
Arkansas,Stone,5137,1,0,0,0,0,0,0,0,0,0,0,0.090909091,
Arkansas,Union,5139,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Van Buren,5141,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,Washington,5143,0,0,0,0,0,0,0,0,0,0,0,0,
Arkansas,White,5145,263,267,278,182,44,160,105,2,0,11,134,131.4545455,
Arkansas,Woodruff,5147,499,514,532,373,346,44,27,0,0,19,188,231.0909091,
Arkansas,Yell,5149,33,81,44,81,84,74,0,0,0,0,96,44.81818182,
California,Alameda,6001,3,5,2,1,3,0,0,0,0,0,0,1.272727273,
California,Alpine,6003,0,0,0,0,0,0,0,0,0,0,0,0,
California,Amador,6005,3,7,6,5,0,0,0,0,0,0,0,1.909090909,
California,Butte,6007,4,9,83,5,2,10,1,0,0,0,2,10.54545455,
California,Calaveras,6009,0,0,0,0,0,0,0,0,0,0,0,0,
California,Colusa,6011,34,68,186,72,9,9,5,1,16,8,28,39.63636364,
California,Contra Costa,6013,2,6,4,4,0,0,0,0,0,0,0,1.454545455,
California,Del Norte,6015,0,0,0,0,0,0,0,0,0,0,0,0,
California,El Dorado,6017,0,0,0,0,0,0,0,0,0,0,0,0,
California,Fresno,6019,4,9,5,4,38,27,0,3,1,1,2,8.545454545,
California,Glenn,6021,17,42,82,31,24,15,3,1,9,14,16,23.09090909,
California,Humboldt,6023,0,0,0,0,0,0,0,0,0,0,0,0,
California,Imperial,6025,8,0,0,0,0,0,0,0,0,0,0,0.727272727,
California,Inyo,6027,0,0,0,0,0,0,0,0,0,0,0,0,
California,Kern,6029,2,14,11,11,1,0,0,0,0,0,0,3.545454545,
California,Kings,6031,0,9,8,8,1,0,0,0,1,2,2,2.818181818,
California,Lake,6033,1,1,1,0,0,0,0,0,0,0,0,0.272727273,
California,Lassen,6035,0,0,1,1,0,0,0,0,0,0,0,0.181818182,
California,Los Angeles,6037,0,0,0,0,0,0,0,0,0,0,0,0,
California,Madera,6039,4,0,0,0,0,0,0,0,0,0,0,0.363636364,
California,Marin,6041,3,4,0,2,0,0,0,0,0,0,0,0.818181818,
California,Mariposa,6043,0,0,0,0,0,0,0,0,0,0,0,0,
California,Mendocino,6045,0,0,0,0,0,0,0,0,0,0,0,0,
California,Merced,6047,57,152,132,120,8,61,0,14,23,0,101,60.72727273,
California,Modoc,6049,1,7,7,6,6,0,0,0,0,0,0,2.454545455,
California,Mono,6051,0,0,0,0,0,0,0,0,0,0,0,0,
California,Monterey,6053,0,18,8,1,0,3,9,10,10,0,0,5.363636364,
California,Napa,6055,0,0,0,0,0,0,0,0,0,0,0,0,
California,Nevada,6057,0,0,0,0,0,0,0,0,0,0,0,0,
California,Orange,6059,0,0,0,0,0,0,0,0,0,0,0,0,
California,Placer,6061,4,4,24,8,0,0,0,0,0,1,0,3.727272727,
California,Plumas,6063,0,0,0,0,0,0,0,0,0,0,0,0,
California,Riverside,6065,7,6,9,3,3,5,4,1,0,0,0,3.454545455,
California,Sacramento,6067,68,162,242,141,22,25,0,2,1,17,12,62.90909091,
California,San Benito,6069,1,5,5,6,1,1,1,3,1,0,0,2.181818182,
California,San Bernardino,6071,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Diego,6073,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Francisco,6075,0,0,0,0,0,0,0,0,0,0,0,0,
California,San Joaquin,6077,63,256,227,198,180,0,0,0,0,1,15,85.45454545,
California,San Luis Obispo,6079,0,1,2,1,0,0,0,0,0,0,0,0.363636364,
California,San Mateo,6081,0,0,0,0,0,0,0,0,0,0,0,0,
California,Santa Barbara,6083,0,0,0,0,0,0,0,0,0,0,0,0,
California,Santa Clara,6085,0,0,1,0,0,1,0,0,0,0,0,0.181818182,
California,Santa Cruz,6087,0,0,0,0,0,0,0,0,0,0,0,0,
California,Shasta,6089,0,7,7,4,2,0,0,0,0,0,0,1.818181818,
California,Sierra,6091,0,0,0,0,0,0,0,0,0,0,0,0,
California,Siskiyou,6093,0,15,7,16,15,2,1,0,0,0,0,5.090909091,
California,Solano,6095,61,199,181,131,107,3,0,1,2,0,2,62.45454545,
California,Sonoma,6097,1,9,2,6,4,0,0,0,0,0,0,2,
California,Stanislaus,6099,1,5,10,5,2,0,0,0,0,0,0,2.090909091,
California,Sutter,6101,42,71,325,76,22,7,0,0,1,4,6,50.36363636,
California,Tehama,6103,0,19,17,23,6,3,6,0,0,0,0,6.727272727,
California,Trinity,6105,0,0,0,0,0,0,0,0,0,0,0,0,
California,Tulare,6107,1,17,16,19,0,77,0,2,0,6,82,20,
California,Tuolumne,6109,0,0,0,0,0,0,0,0,0,0,0,0,
California,Ventura,6111,0,0,0,0,0,0,0,0,0,0,0,0,
California,Yolo,6113,168,331,340,219,39,1,0,0,0,0,2,100,
California,Yuba,6115,1,4,94,9,1,0,0,0,0,0,0,9.909090909,
Colorado,Adams,8001,29,167,172,125,108,39,44,30,62,2,65,76.63636364,
Colorado,Alamosa,8003,1,24,27,27,8,8,9,7,0,1,6,10.72727273,
Colorado,Arapahoe,8005,14,72,28,9,73,27,48,32,98,16,56,43,
Colorado,Archuleta,8007,0,0,0,0,0,0,0,0,0,0,3,0.272727273,
Colorado,Baca,8009,196,190,118,122,2,12,8,15,176,182,147,106.1818182,
Colorado,Bent,8011,43,86,81,71,54,26,31,1,57,64,59,52.09090909,
Colorado,Boulder,8013,3,18,17,16,15,8,10,0,0,1,57,13.18181818,
Colorado,Broomfield,8014,0,0,0,0,0,0,0,1,1,0,0,0.181818182,
Colorado,Chaffee,8015,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Cheyenne,8017,106,53,64,94,163,70,114,7,232,191,506,145.4545455,
Colorado,Clear Creek,8019,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Conejos,8021,5,53,59,30,54,55,56,3,0,0,18,30.27272727,
Colorado,Costilla,8023,0,17,15,12,13,5,8,2,0,0,4,6.909090909,
Colorado,Crowley,8025,1,29,53,26,15,4,16,3,3,18,8,16,
Colorado,Custer,8027,1,1,1,0,2,1,1,0,0,0,1,0.727272727,
Colorado,Delta,8029,3,58,57,56,38,46,32,0,10,8,3,28.27272727,
Colorado,Denver,8031,0,1,2,1,2,0,0,0,0,0,0,0.545454545,
Colorado,Dolores,8033,0,16,48,18,53,32,36,8,3,3,6,20.27272727,
Colorado,Douglas,8035,0,2,2,4,3,1,1,0,1,0,1,1.363636364,
Colorado,Eagle,8037,0,0,0,0,0,2,1,0,2,1,1,0.636363636,
Colorado,Elbert,8039,1,12,19,23,22,1,6,2,1,5,4,8.727272727,
Colorado,El Paso,8041,8,3,2,0,2,2,4,0,3,3,2,2.636363636,
Colorado,Fremont,8043,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Garfield,8045,0,5,6,4,6,9,7,0,0,3,1,3.727272727,
Colorado,Gilpin,8047,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Grand,8049,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Gunnison,8051,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Hinsdale,8053,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Huerfano,8055,0,2,2,0,0,0,0,0,0,0,0,0.363636364,
Colorado,Jackson,8057,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Jefferson,8059,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Kiowa,8061,43,7,0,0,143,0,26,140,312,263,343,116.0909091,
Colorado,Kit Carson,8063,510,575,517,129,470,58,99,69,301,186,1182,372.3636364,
Colorado,Lake,8065,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,La Plata,8067,1,7,7,9,7,9,7,10,8,1,36,9.272727273,
Colorado,Larimer,8069,8,67,65,28,20,3,5,0,1,2,4,18.45454545,
Colorado,Las Animas,8071,15,13,12,6,0,3,5,0,3,5,5,6.090909091,
Colorado,Lincoln,8073,2,29,7,30,38,0,13,5,38,7,47,19.63636364,
Colorado,Logan,8075,259,484,484,355,29,175,189,2,206,0,56,203.5454545,
Colorado,Mesa,8077,0,53,56,55,17,24,12,0,11,0,15,22.09090909,
Colorado,Mineral,8079,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Moffat,8081,13,12,54,40,46,8,9,8,0,0,2,17.45454545,
Colorado,Montezuma,8083,3,17,27,17,18,26,12,1,27,18,85,22.81818182,
Colorado,Montrose,8085,0,7,7,2,4,10,2,0,1,0,5,3.454545455,
Colorado,Morgan,8087,21,422,178,180,406,113,93,5,136,0,418,179.2727273,
Colorado,Otero,8089,3,228,235,230,223,97,56,67,76,84,158,132.4545455,
Colorado,Ouray,8091,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Park,8093,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Phillips,8095,55,346,298,25,202,12,99,1,330,170,84,147.4545455,
Colorado,Pitkin,8097,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Prowers,8099,98,343,127,141,282,89,65,46,170,184,326,170.0909091,
Colorado,Pueblo,8101,36,50,48,38,37,45,11,1,13,35,78,35.63636364,
Colorado,Rio Blanco,8103,7,4,13,8,3,1,1,1,0,1,0,3.545454545,
Colorado,Rio Grande,8105,20,60,55,60,63,24,15,16,0,2,21,30.54545455,
Colorado,Routt,8107,4,18,38,30,18,1,7,3,0,5,5,11.72727273,
Colorado,Saguache,8109,8,21,51,38,17,19,17,18,0,20,27,21.45454545,
Colorado,San Juan,8111,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,San Miguel,8113,0,1,1,1,0,5,5,5,0,0,1,1.727272727,
Colorado,Sedgwick,8115,119,313,257,39,51,2,19,0,78,8,28,83.09090909,
Colorado,Summit,8117,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Teller,8119,0,0,0,0,0,0,0,0,0,0,0,0,
Colorado,Washington,8121,8,253,237,240,349,93,115,107,302,1,526,202.8181818,
Colorado,Weld,8123,57,722,699,317,568,85,110,62,210,0,157,271.5454545,
Colorado,Yuma,8125,31,620,574,292,320,83,124,95,128,24,635,266,
Connecticut,Fairfield,9001,0,1,1,0,0,0,0,0,0,0,0,0.181818182,
Connecticut,Hartford,9003,0,0,9,0,10,0,6,0,0,0,0,2.272727273,
Connecticut,Litchfield,9005,2,7,8,2,9,0,0,0,0,0,0,2.545454545,
Connecticut,Middlesex,9007,1,12,10,0,0,0,0,0,0,0,0,2.090909091,
Connecticut,New Haven,9009,0,16,17,11,0,0,0,0,0,0,0,4,
Connecticut,New London,9011,4,21,23,0,0,0,0,0,1,1,1,4.636363636,
Connecticut,Tolland,9013,2,26,26,0,0,0,1,0,0,0,0,5,
Connecticut,Windham,9015,1,34,0,0,0,0,1,0,0,0,0,3.272727273,
Delaware,Kent,10001,2,310,310,110,333,30,2,0,0,0,1124,201.9090909,
Delaware,New Castle,10003,0,94,92,0,89,79,0,0,0,0,50,36.72727273,
Delaware,Sussex,10005,0,490,458,77,411,405,9,0,0,0,1921,342.8181818,
District Of Columbia,District of Columbia,11001,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Alachua,12001,45,53,51,48,14,2,4,0,0,0,16,21.18181818,
Florida,Baker,12003,0,2,7,2,2,0,0,0,0,0,0,1.181818182,
Florida,Bay,12005,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Bradford,12007,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Brevard,12009,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Broward,12011,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Calhoun,12013,33,35,31,31,6,25,12,9,7,8,139,30.54545455,
Florida,Charlotte,12015,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Citrus,12017,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Clay,12019,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Collier,12021,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Columbia,12023,63,94,91,45,15,0,0,50,0,0,37,35.90909091,
Florida,DeSoto,12027,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Dixie,12029,4,0,0,0,0,0,0,0,0,0,0,0.363636364,
Florida,Duval,12031,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Escambia,12033,52,55,40,42,35,25,34,3,3,44,124,41.54545455,
Florida,Flagler,12035,0,2,3,0,0,0,0,0,0,0,0,0.454545455,
Florida,Franklin,12037,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Gadsden,12039,13,13,13,12,2,7,1,1,0,0,3,5.909090909,
Florida,Gilchrist,12041,37,7,13,5,7,0,0,0,0,0,4,6.636363636,
Florida,Glades,12043,3,0,0,0,0,0,0,0,0,0,0,0.272727273,
Florida,Gulf,12045,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Hamilton,12047,36,46,50,27,7,4,4,6,8,8,10,18.72727273,
Florida,Hardee,12049,0,0,0,0,0,0,0,0,0,0,0,0,
Florida,Hendry,12051,0,0,0,0,0,0,0,0,0,0,0,0,
